applicant_id,age,income,employment_length,loan_amount,credit_score,existing_debt,num_credit_accounts,credit_history_years,num_late_payments,home_ownership,loan_purpose,default
APP104369,46,69470.11,13.0,4027.05,536.0,6424.85,9,28,1,RENT,debt_consolidation,1
APP104370,48,182909.51,39.0,18252.5,696.0,6609.86,6,28,0,MORTGAGE,business,0
APP104371,29,66831.87,11.0,11336.29,751.0,17640.13,12,11,0,OWN,debt_consolidation,0
APP104372,32,27373.68,37.0,11635.82,635.0,2165.88,6,23,2,MORTGAGE,home_improvement,0
APP104373,61,49756.23,33.0,11732.77,659.0,3509.2,9,6,0,MORTGAGE,car,0
APP104374,35,50851.48,18.0,27551.24,529.0,3755.31,13,0,1,RENT,debt_consolidation,1
APP104375,49,22866.3,19.0,11534.09,485.0,13441.91,14,6,1,MORTGAGE,debt_consolidation,1
APP104376,36,19333.61,14.0,6182.8,502.0,3644.58,6,3,3,RENT,debt_consolidation,1
APP104377,33,35184.45,17.0,6839.28,646.0,2607.2,7,13,0,MORTGAGE,credit_card,0
APP104378,29,54385.55,18.0,16159.71,625.0,4515.87,13,7,1,MORTGAGE,debt_consolidation,0
APP104379,66,16221.55,5.0,12945.11,693.0,5343.62,8,28,2,RENT,debt_consolidation,0
APP104380,67,25325.09,12.0,3950.97,634.0,12798.79,11,15,1,OWN,credit_card,1
APP104381,26,48355.05,35.0,13477.61,729.0,3627.33,1,7,2,RENT,debt_consolidation,0
APP104382,38,37081.07,39.0,5169.83,719.0,2835.69,12,8,1,MORTGAGE,debt_consolidation,0
APP104383,48,73727.92,2.0,12873.87,624.0,2373.5,1,9,1,RENT,debt_consolidation,0
APP104384,39,17931.54,29.0,6103.8,569.0,3731.52,5,2,1,MORTGAGE,business,1
APP104385,56,117722.15,9.0,8359.14,496.0,38212.72,2,16,0,OWN,business,1
APP104386,33,16831.44,26.0,7137.48,764.0,6673.73,13,0,1,MORTGAGE,home_improvement,0
APP104387,23,13166.33,24.0,24620.82,574.0,7931.7,1,17,1,OWN,debt_consolidation,1
APP104388,37,35261.38,35.0,12595.67,530.0,4913.63,8,21,1,RENT,credit_card,1
APP104389,50,20594.32,28.0,21092.39,660.0,5485.74,2,19,1,MORTGAGE,business,0
APP104390,29,35618.56,32.0,56225.61,530.0,9220.73,0,0,1,MORTGAGE,business,1
APP104391,60,35001.16,32.0,10179.01,660.0,7708.99,3,21,0,RENT,home_improvement,0
APP104392,21,32929.13,25.0,24372.1,623.0,6498.49,1,14,1,OWN,debt_consolidation,1
APP104393,24,23832.24,16.0,6505.0,723.0,4978.56,4,23,2,MORTGAGE,credit_card,0
APP104394,45,45086.05,13.0,21013.64,716.0,3707.66,2,12,1,MORTGAGE,other,0
APP104395,46,30987.26,13.0,6096.65,738.0,6901.35,10,14,1,RENT,car,0
APP104396,35,63059.4,14.0,9788.38,666.0,5254.53,2,13,2,MORTGAGE,car,0
APP104397,33,33183.69,11.0,13658.63,581.0,27070.85,7,2,3,MORTGAGE,credit_card,1
APP104398,24,22419.27,12.0,15011.0,567.0,11389.83,0,13,1,RENT,debt_consolidation,0
APP104399,53,15617.46,22.0,4612.24,607.0,2865.72,13,20,2,RENT,credit_card,0
APP104400,39,33321.07,10.0,5882.79,809.0,1928.23,6,24,2,RENT,debt_consolidation,0
APP104401,26,19252.53,13.0,14283.64,630.0,3573.96,5,17,4,OWN,credit_card,1
APP104402,40,18490.62,28.0,7937.63,662.0,2066.09,4,11,0,OWN,car,0
APP104403,66,47274.61,13.0,4279.5,771.0,3406.19,0,6,3,OWN,debt_consolidation,1
APP104404,33,14930.55,4.0,9484.5,670.0,2262.77,3,24,0,RENT,debt_consolidation,0
APP104405,64,73577.66,0.0,9215.27,590.0,3783.39,12,25,0,RENT,debt_consolidation,1
APP104406,33,39334.54,30.0,11005.48,708.0,3819.61,5,8,0,RENT,business,0
APP104407,30,35528.08,37.0,13596.19,615.0,5528.87,12,22,0,RENT,debt_consolidation,0
APP104408,33,21646.89,27.0,13087.21,673.0,4165.11,2,25,0,MORTGAGE,credit_card,0
APP104409,36,53219.82,2.0,6242.25,690.0,2387.89,5,12,0,OWN,business,0
APP104410,26,36262.79,22.0,7734.94,610.0,12989.81,9,17,1,RENT,business,0
APP104411,49,25769.62,10.0,17269.09,664.0,6784.46,1,29,1,RENT,home_improvement,0
APP104412,37,40131.32,12.0,7144.44,778.0,3179.34,5,18,1,RENT,home_improvement,0
APP104413,56,15655.96,36.0,7808.32,599.0,2418.97,13,20,1,OWN,car,1
APP104414,45,16031.91,32.0,4013.58,755.0,1519.62,7,27,1,RENT,debt_consolidation,0
APP104415,42,20741.81,29.0,9728.27,602.0,1433.14,14,27,0,MORTGAGE,debt_consolidation,0
APP104416,44,43250.48,20.0,12175.27,794.0,11361.29,2,23,0,MORTGAGE,debt_consolidation,0
APP104417,28,36256.39,23.0,3025.11,581.0,10436.07,14,21,0,MORTGAGE,credit_card,1
APP104418,55,61358.54,36.0,5207.47,618.0,3079.72,13,6,0,OWN,car,0
APP104419,26,22925.5,26.0,4217.35,770.0,14660.97,5,21,1,MORTGAGE,credit_card,0
APP104420,56,48403.82,23.0,15883.11,774.0,8049.87,8,10,1,MORTGAGE,debt_consolidation,0
APP104421,69,34305.63,3.0,3141.92,715.0,5782.57,1,6,2,RENT,car,1
APP104422,58,22662.74,39.0,9440.74,563.0,9794.26,2,29,0,RENT,credit_card,0
APP104423,43,44031.2,32.0,15225.35,656.0,8060.8,5,12,2,OWN,car,1
APP104424,36,35136.44,14.0,11077.74,650.0,5557.71,4,19,2,OWN,business,1
APP104425,63,26514.32,10.0,7600.92,581.0,4056.05,8,19,1,OWN,credit_card,1
APP104426,33,37086.18,38.0,12184.03,705.0,4510.86,13,18,2,MORTGAGE,credit_card,0
APP104427,44,34038.07,38.0,18438.28,587.0,1357.8,0,24,3,MORTGAGE,credit_card,1
APP104428,58,33629.4,16.0,9278.29,546.0,2590.01,12,24,1,MORTGAGE,credit_card,0
APP104429,66,29545.99,9.0,2582.82,520.0,20746.42,4,27,1,OWN,home_improvement,1
APP104430,66,18911.5,31.0,19705.24,786.0,2535.21,9,26,0,OWN,car,0
APP104431,25,37698.77,25.0,12583.71,609.0,1118.2,14,2,2,RENT,credit_card,0
APP104432,65,24309.99,36.0,9702.65,610.0,10129.13,11,12,0,RENT,debt_consolidation,1
APP104433,26,21803.71,21.0,3016.27,567.0,5996.26,0,21,2,RENT,debt_consolidation,1
APP104434,49,32197.69,22.0,8275.17,759.0,6272.3,8,25,0,OWN,car,0
APP104435,66,52418.42,5.0,5853.02,539.0,4332.85,2,7,2,MORTGAGE,credit_card,1
APP104436,53,39847.17,24.0,4770.62,553.0,10184.37,3,24,4,RENT,car,1
APP104437,67,27845.56,14.0,9119.14,624.0,16709.62,8,21,2,RENT,credit_card,1
APP104438,37,27291.4,8.0,7175.44,648.0,3238.42,8,15,3,RENT,home_improvement,1
APP104439,36,49906.5,31.0,7464.7,702.0,8154.34,14,9,0,RENT,credit_card,1
APP104440,36,10955.89,13.0,15425.48,595.0,12025.65,4,17,0,MORTGAGE,business,1
APP104441,38,54105.03,8.0,11537.33,773.0,3095.76,14,17,0,RENT,credit_card,0
APP104442,54,14228.36,38.0,7351.73,596.0,16443.12,6,8,1,RENT,home_improvement,1
APP104443,43,17895.35,38.0,6812.89,569.0,11993.66,3,15,4,MORTGAGE,home_improvement,1
APP104444,57,28081.52,19.0,7533.27,561.0,1819.63,9,16,1,OWN,car,1
APP104445,41,107480.22,,8531.61,588.0,17605.78,9,26,0,OWN,car,1
APP104446,36,84011.56,6.0,14050.74,556.0,1897.58,13,5,1,RENT,credit_card,1
APP104447,30,51701.59,25.0,5294.71,710.0,2835.7,14,19,1,MORTGAGE,debt_consolidation,0
APP104448,48,43402.45,24.0,23743.49,569.0,8492.44,9,2,0,MORTGAGE,credit_card,1
APP104449,65,14312.11,24.0,14056.82,639.0,11306.89,9,7,1,OWN,business,1
APP104450,63,39276.4,30.0,1914.56,567.0,5318.48,4,25,1,OWN,car,1
APP104451,33,27594.98,18.0,10417.16,556.0,2969.37,3,18,1,RENT,credit_card,1
APP104452,44,24140.96,27.0,18479.96,738.0,3991.45,8,6,1,OWN,credit_card,1
APP104453,55,39238.02,26.0,12496.75,778.0,3630.82,10,19,1,RENT,debt_consolidation,0
APP104454,51,28694.05,31.0,7727.92,751.0,9633.26,5,28,1,MORTGAGE,credit_card,0
APP104455,24,56086.46,29.0,9540.92,532.0,3552.11,7,10,2,OWN,home_improvement,0
APP104456,49,13794.46,1.0,11014.77,543.0,2917.62,8,22,1,MORTGAGE,business,1
APP104457,22,37703.41,24.0,15705.29,808.0,1507.49,7,7,0,RENT,home_improvement,0
APP104458,26,23399.07,39.0,4234.17,629.0,3055.25,0,11,3,MORTGAGE,debt_consolidation,1
APP104459,53,29589.71,22.0,6884.23,540.0,4470.72,7,27,0,RENT,credit_card,1
APP104460,26,42290.31,21.0,26453.58,736.0,1989.58,3,3,0,RENT,car,0
APP104461,37,20771.69,24.0,10094.73,655.0,1217.09,1,4,0,RENT,car,1
APP104462,49,39423.45,22.0,24753.97,,10764.05,7,1,1,RENT,debt_consolidation,1
APP104463,53,32657.54,16.0,59358.81,470.0,2207.61,11,4,2,OWN,debt_consolidation,1
APP104464,42,26100.42,39.0,7367.1,,1724.23,11,23,1,RENT,credit_card,0
APP104465,25,28701.76,2.0,4825.32,725.0,17250.9,5,17,2,MORTGAGE,business,1
APP104466,60,33614.88,32.0,8439.53,598.0,9691.63,8,3,1,MORTGAGE,home_improvement,0
APP104467,67,24737.65,6.0,19137.32,748.0,11163.32,2,9,1,RENT,debt_consolidation,0
APP104468,64,36444.55,8.0,20813.09,544.0,7362.54,4,24,2,MORTGAGE,home_improvement,1
APP104469,57,31599.98,24.0,38684.2,640.0,14032.04,6,15,3,RENT,car,1
APP104470,40,26751.85,25.0,9680.96,781.0,9963.89,5,21,0,RENT,credit_card,0
APP104471,63,80412.19,37.0,13264.33,557.0,3731.06,9,8,4,RENT,business,1
APP104472,44,44695.14,11.0,6457.12,671.0,2096.37,11,27,3,MORTGAGE,car,1
APP104473,27,29990.74,1.0,2199.11,696.0,1760.73,8,11,0,OWN,home_improvement,0
APP104474,62,39062.97,10.0,9664.44,657.0,4395.08,0,28,1,RENT,credit_card,0
APP104475,36,21733.06,21.0,4952.99,629.0,2038.57,12,12,0,MORTGAGE,debt_consolidation,1
APP104476,66,29190.96,14.0,14559.72,579.0,2596.33,6,22,0,RENT,debt_consolidation,0
APP104477,39,30944.83,10.0,3200.83,665.0,4351.02,12,16,0,RENT,car,0
APP104478,63,19469.47,36.0,6351.21,641.0,15037.53,4,18,1,RENT,business,1
APP104479,47,44076.28,22.0,11621.45,535.0,1467.83,9,2,0,MORTGAGE,debt_consolidation,1
APP104480,43,28203.28,26.0,12374.8,737.0,5033.04,3,23,2,RENT,debt_consolidation,0
APP104481,35,30402.09,29.0,9619.39,577.0,1805.97,8,12,0,OWN,home_improvement,1
APP104482,61,27327.26,16.0,30345.61,537.0,3149.27,12,7,2,MORTGAGE,home_improvement,1
APP104483,23,159459.51,29.0,25379.02,602.0,10341.1,8,20,2,RENT,credit_card,0
APP104484,43,26073.96,38.0,6564.32,578.0,2493.22,14,22,2,OWN,credit_card,0
APP104485,39,12908.76,28.0,25994.64,629.0,3981.06,5,21,2,RENT,debt_consolidation,1
APP104486,47,16318.16,11.0,28490.35,550.0,5501.73,1,27,0,MORTGAGE,debt_consolidation,1
APP104487,33,53085.09,31.0,9188.05,685.0,8612.26,7,8,3,OWN,debt_consolidation,1
APP104488,53,70843.35,9.0,10170.45,760.0,3170.63,12,5,1,OWN,credit_card,0
APP104489,39,25825.08,2.0,9600.47,658.0,13475.44,7,16,2,OWN,credit_card,1
APP104490,30,68835.5,17.0,6721.05,534.0,3442.3,9,10,0,RENT,other,1
APP104491,30,52617.02,20.0,7133.8,576.0,7240.77,12,11,3,RENT,debt_consolidation,1
APP104492,55,33032.92,18.0,21842.08,667.0,4222.02,3,19,1,RENT,car,1
APP104493,33,31881.36,10.0,12867.06,492.0,8890.37,11,1,0,RENT,debt_consolidation,1
APP104494,36,39752.78,10.0,7097.42,551.0,24884.64,14,12,2,RENT,home_improvement,1
APP104495,51,56315.66,36.0,5678.27,518.0,3936.0,2,12,3,MORTGAGE,debt_consolidation,1
APP104496,37,44295.89,11.0,6280.05,659.0,4852.2,2,0,1,OWN,debt_consolidation,1
APP104497,40,25889.58,31.0,8970.41,822.0,3478.57,14,20,2,MORTGAGE,debt_consolidation,0
APP104498,32,33286.14,10.0,17118.28,549.0,3075.56,14,24,4,OWN,debt_consolidation,1
APP104499,37,97795.29,4.0,5907.34,715.0,2808.94,14,28,0,RENT,debt_consolidation,0
APP104500,54,41175.84,2.0,17000.9,604.0,4842.0,12,28,1,MORTGAGE,debt_consolidation,1
APP104501,47,56087.19,9.0,11138.62,544.0,2639.69,4,3,3,RENT,credit_card,1
APP104502,69,47569.28,33.0,10782.77,775.0,2704.55,8,7,0,RENT,debt_consolidation,0
APP104503,58,41634.27,18.0,18315.04,822.0,390.57,14,12,1,MORTGAGE,business,0
APP104504,21,38343.85,27.0,16416.06,682.0,14882.79,10,17,2,OWN,car,1
APP104505,39,56879.79,38.0,4261.13,679.0,18307.05,7,28,4,OWN,debt_consolidation,1
APP104506,35,52016.75,1.0,5164.65,654.0,8258.57,9,8,2,RENT,home_improvement,0
APP104507,49,41437.72,4.0,8623.88,638.0,2442.79,3,14,2,OWN,credit_card,1
APP104508,34,25671.04,36.0,12253.71,677.0,1788.64,5,20,0,MORTGAGE,credit_card,0
APP104509,68,44036.73,22.0,22443.25,704.0,1405.85,10,26,0,MORTGAGE,credit_card,0
APP104510,35,35118.95,24.0,10291.16,783.0,8195.4,14,20,2,MORTGAGE,home_improvement,0
APP104511,46,31128.28,13.0,27507.6,608.0,13524.23,0,20,1,OWN,debt_consolidation,1
APP104512,27,138605.63,33.0,6476.88,660.0,5613.16,6,29,2,MORTGAGE,credit_card,0
APP104513,65,16822.53,25.0,7168.51,642.0,9762.1,10,25,2,MORTGAGE,car,1
APP104514,65,58644.93,10.0,8238.64,731.0,7015.5,6,25,2,RENT,other,0
APP104515,59,23592.04,25.0,6061.2,842.0,2652.6,12,22,1,MORTGAGE,debt_consolidation,0
APP104516,38,38777.59,0.0,19843.72,734.0,11021.18,9,9,2,RENT,credit_card,1
APP104517,23,131175.81,9.0,1878.26,713.0,10471.96,5,2,1,OWN,credit_card,0
APP104518,55,22444.83,8.0,7316.29,722.0,2225.22,11,23,2,MORTGAGE,credit_card,0
APP104519,42,25287.45,31.0,19710.85,751.0,9373.9,5,22,1,RENT,credit_card,0
APP104520,69,35998.88,29.0,8205.9,843.0,4367.36,6,18,0,MORTGAGE,car,0
APP104521,55,23775.04,3.0,18839.89,515.0,3988.97,4,3,1,OWN,home_improvement,1
APP104522,47,56501.82,36.0,36997.68,697.0,6717.6,14,29,3,MORTGAGE,car,0
APP104523,69,27798.44,32.0,10386.17,443.0,6553.6,6,22,2,MORTGAGE,car,1
APP104524,60,50362.64,17.0,19957.51,726.0,10006.08,14,19,3,RENT,business,1
APP104525,43,18683.68,8.0,42255.19,694.0,2491.29,8,12,1,RENT,car,0
APP104526,21,14714.43,16.0,12597.51,606.0,7727.03,1,1,0,MORTGAGE,debt_consolidation,1
APP104527,25,32386.84,23.0,9615.79,436.0,1943.07,11,20,0,OWN,home_improvement,1
APP104528,42,16576.58,25.0,17008.68,648.0,4259.88,2,11,1,MORTGAGE,debt_consolidation,0
APP104529,48,77585.39,13.0,20141.35,667.0,4493.28,13,1,0,MORTGAGE,debt_consolidation,1
APP104530,22,16900.5,4.0,9669.3,644.0,10679.03,14,1,0,OWN,business,1
APP104531,27,21615.3,24.0,7403.39,600.0,4951.33,8,3,2,MORTGAGE,other,1
APP104532,55,44658.95,28.0,27734.63,578.0,3985.94,5,8,0,RENT,debt_consolidation,1
APP104533,57,27087.24,10.0,8413.82,645.0,15378.77,7,3,2,MORTGAGE,credit_card,1
APP104534,22,16997.24,25.0,20256.63,585.0,3487.02,11,3,1,OWN,other,1
APP104535,45,100708.16,22.0,11587.94,714.0,3371.38,5,11,1,OWN,debt_consolidation,0
APP104536,24,22008.48,20.0,29619.23,643.0,1095.32,0,0,2,MORTGAGE,business,1
APP104537,56,32921.17,0.0,5946.59,512.0,4131.96,8,5,2,OWN,other,1
APP104538,61,,12.0,5939.69,664.0,2317.52,11,11,2,MORTGAGE,business,1
APP104539,63,51800.47,14.0,16526.03,683.0,4021.53,2,0,1,OWN,car,0
APP104540,50,45760.49,33.0,5023.07,779.0,5954.88,5,6,0,MORTGAGE,home_improvement,0
APP104541,51,24018.98,33.0,10614.51,724.0,2063.0,7,26,0,MORTGAGE,business,0
APP104542,66,30856.0,34.0,25060.43,578.0,2544.31,9,12,2,RENT,debt_consolidation,1
APP104543,51,32420.26,18.0,3391.75,764.0,1367.08,7,22,2,MORTGAGE,debt_consolidation,0
APP104544,42,52811.26,13.0,12597.88,539.0,3268.71,11,13,0,MORTGAGE,home_improvement,1
APP104545,57,20248.56,19.0,20476.79,652.0,2308.64,9,17,4,MORTGAGE,debt_consolidation,1
APP104546,49,99613.73,31.0,9744.47,710.0,27319.43,10,3,0,MORTGAGE,home_improvement,0
APP104547,62,24844.91,24.0,5674.54,766.0,16370.41,1,21,1,MORTGAGE,home_improvement,0
APP104548,46,36156.98,24.0,8454.34,801.0,14378.27,13,8,2,RENT,home_improvement,0
APP104549,63,20333.1,17.0,5984.26,751.0,1744.41,6,9,2,OWN,debt_consolidation,1
APP104550,23,18975.81,27.0,10316.45,639.0,4264.62,6,7,0,OWN,business,0
APP104551,22,23453.75,34.0,8383.13,696.0,1877.03,11,21,1,OWN,car,0
APP104552,25,22353.5,26.0,7273.87,667.0,21466.69,6,19,0,MORTGAGE,debt_consolidation,1
APP104553,48,29521.42,16.0,13091.11,593.0,9555.45,11,15,1,RENT,home_improvement,1
APP104554,55,22259.35,33.0,25526.42,640.0,2117.37,12,10,0,MORTGAGE,credit_card,1
APP104555,31,51419.68,37.0,12048.46,793.0,6604.98,8,2,1,MORTGAGE,car,1
APP104556,28,24551.0,31.0,22163.44,701.0,1501.09,8,24,0,RENT,credit_card,0
APP104557,63,23227.5,35.0,25521.97,814.0,4406.4,13,19,0,OWN,debt_consolidation,0
APP104558,57,29837.33,10.0,6960.56,563.0,4270.77,11,17,2,RENT,car,1
APP104559,52,59660.14,16.0,11671.61,619.0,8881.43,11,29,2,RENT,credit_card,1
APP104560,44,40434.48,9.0,7669.69,683.0,10832.13,10,2,1,MORTGAGE,other,1
APP104561,41,34549.74,14.0,4067.17,709.0,4995.33,11,7,0,OWN,credit_card,1
APP104562,22,17738.23,29.0,12252.15,640.0,4108.44,11,27,2,RENT,home_improvement,1
APP104563,30,20509.55,27.0,5264.34,714.0,369.37,11,0,2,OWN,credit_card,0
APP104564,64,19164.12,0.0,13234.5,713.0,17149.07,6,9,3,OWN,credit_card,1
APP104565,37,69802.54,30.0,3891.2,538.0,2904.24,10,22,2,RENT,other,1
APP104566,55,47348.08,7.0,10966.45,710.0,5333.26,7,17,2,RENT,debt_consolidation,0
APP104567,55,23604.43,7.0,3856.67,735.0,29949.68,12,8,3,OWN,car,1
APP104568,36,27386.74,21.0,14828.69,673.0,1890.8,7,10,3,RENT,business,1
APP104569,31,24037.13,9.0,7816.34,502.0,4999.12,1,12,3,RENT,home_improvement,1
APP104570,54,23320.06,38.0,7377.01,627.0,7313.57,12,7,1,RENT,credit_card,0
APP104571,25,45713.57,5.0,19455.85,685.0,11777.77,7,0,2,MORTGAGE,credit_card,1
APP104572,45,31452.44,6.0,8160.48,580.0,4919.57,0,18,0,MORTGAGE,home_improvement,1
APP104573,64,102804.45,30.0,10577.79,723.0,12587.58,12,1,3,RENT,other,0
APP104574,55,67858.5,11.0,8785.26,708.0,3524.48,0,21,2,MORTGAGE,credit_card,0
APP104575,58,69894.36,28.0,13419.11,660.0,7591.72,1,21,1,RENT,business,0
APP104576,25,50801.36,27.0,18504.46,651.0,6844.26,10,28,2,OWN,debt_consolidation,1
APP104577,30,29397.66,7.0,16340.16,665.0,4569.29,2,28,4,OWN,credit_card,1
APP104578,34,48966.68,23.0,7480.08,649.0,6366.47,4,28,0,OWN,credit_card,0
APP104579,35,30503.1,21.0,20443.66,547.0,2441.45,6,17,2,MORTGAGE,debt_consolidation,1
APP104580,30,82054.42,3.0,5711.23,615.0,3870.27,14,2,1,RENT,debt_consolidation,1
APP104581,68,44450.86,30.0,6339.22,655.0,1755.48,8,25,4,OWN,business,0
APP104582,29,41405.96,34.0,9166.58,763.0,3452.15,14,27,1,RENT,other,0
APP104583,55,38697.73,37.0,18547.31,705.0,12216.54,10,6,1,RENT,business,0
APP104584,49,86693.42,3.0,4904.5,767.0,6879.71,4,10,0,MORTGAGE,debt_consolidation,0
APP104585,50,17731.98,7.0,16896.99,537.0,6287.66,8,2,0,MORTGAGE,debt_consolidation,1
APP104586,31,91048.16,33.0,9577.31,621.0,1367.71,5,9,1,MORTGAGE,debt_consolidation,0
APP104587,36,33087.91,12.0,7629.36,815.0,6348.93,3,10,2,MORTGAGE,home_improvement,0
APP104588,50,17978.39,25.0,19123.7,590.0,4674.04,8,26,3,RENT,debt_consolidation,1
APP104589,35,24931.69,13.0,6114.37,588.0,7554.76,12,6,0,OWN,home_improvement,1
APP104590,55,15908.3,8.0,39003.46,628.0,14862.15,11,4,6,OWN,debt_consolidation,1
APP104591,22,50353.75,24.0,8901.85,811.0,3543.48,3,18,2,MORTGAGE,car,0
APP104592,24,21608.75,8.0,10828.16,596.0,3818.13,3,21,0,MORTGAGE,debt_consolidation,0
APP104593,56,39510.98,5.0,24977.81,694.0,10244.59,12,28,2,OWN,business,1
APP104594,51,64030.1,21.0,10998.98,681.0,3032.87,9,23,1,MORTGAGE,debt_consolidation,0
APP104595,23,25951.68,7.0,20197.65,495.0,5270.67,7,6,3,RENT,debt_consolidation,1
APP104596,65,31759.53,7.0,3065.93,648.0,994.99,12,20,0,RENT,debt_consolidation,1
APP104597,21,18926.47,31.0,7588.9,605.0,3841.26,0,27,1,MORTGAGE,debt_consolidation,1
APP104598,67,29906.21,21.0,12557.08,704.0,13960.91,11,24,0,RENT,home_improvement,0
APP104599,56,131532.84,21.0,18936.6,789.0,6427.55,7,16,1,MORTGAGE,credit_card,0
APP104600,69,53581.9,5.0,15706.31,622.0,10092.36,7,8,2,MORTGAGE,credit_card,1
APP104601,67,31813.14,6.0,14847.98,622.0,10562.36,9,3,1,MORTGAGE,home_improvement,1
APP104602,36,26746.42,15.0,18706.66,850.0,14463.84,3,10,1,RENT,home_improvement,0
APP104603,58,35549.57,15.0,13160.98,593.0,3722.93,13,16,1,RENT,car,1
APP104604,31,38755.4,18.0,2735.55,542.0,10444.43,1,29,2,RENT,credit_card,1
APP104605,44,29450.47,5.0,23513.31,760.0,29676.03,8,14,1,MORTGAGE,debt_consolidation,1
APP104606,32,47336.15,35.0,5987.33,645.0,4812.39,7,21,0,OWN,debt_consolidation,0
APP104607,44,22545.17,14.0,11946.28,672.0,1710.04,14,22,1,OWN,debt_consolidation,1
APP104608,63,22489.55,32.0,11032.52,828.0,3053.48,9,13,2,OWN,debt_consolidation,0
APP104609,42,43699.75,16.0,10182.2,537.0,7148.58,5,22,0,MORTGAGE,credit_card,1
APP104610,25,20245.32,18.0,5096.84,634.0,1300.67,6,25,2,MORTGAGE,other,1
APP104611,36,52287.29,4.0,3092.65,551.0,2671.33,3,19,0,OWN,credit_card,1
APP104612,59,36057.12,27.0,5423.91,676.0,3775.07,0,21,2,MORTGAGE,business,0
APP104613,46,14560.18,2.0,16248.29,605.0,5366.26,6,20,1,RENT,home_improvement,1
APP104614,48,38359.2,29.0,4154.83,556.0,20685.91,0,29,2,OWN,debt_consolidation,1
APP104615,42,15637.49,35.0,5836.18,708.0,8520.68,9,18,1,MORTGAGE,car,0
APP104616,35,51363.39,14.0,12718.69,650.0,2016.08,13,3,0,RENT,car,1
APP104617,50,32068.93,35.0,5343.01,549.0,108454.48,1,7,0,OWN,car,1
APP104618,52,91632.57,27.0,7145.02,554.0,4850.24,14,8,3,OWN,debt_consolidation,1
APP104619,65,62047.56,0.0,10395.13,666.0,1281.34,1,27,1,MORTGAGE,debt_consolidation,1
APP104620,51,21368.09,8.0,11726.26,516.0,2141.57,7,0,0,RENT,car,1
APP104621,69,13221.9,25.0,5279.91,668.0,2151.74,9,6,0,RENT,car,1
APP104622,61,24895.67,28.0,10770.5,757.0,1671.73,9,20,1,RENT,home_improvement,0
APP104623,24,19719.65,3.0,12573.07,703.0,7408.4,5,17,0,OWN,car,0
APP104624,40,90478.64,27.0,4610.45,600.0,582.0,0,0,2,OWN,home_improvement,0
APP104625,39,36128.69,32.0,11258.81,671.0,10783.81,11,23,1,MORTGAGE,home_improvement,1
APP104626,21,57913.71,3.0,6438.49,549.0,9428.82,6,0,0,OWN,other,1
APP104627,29,31491.87,35.0,10661.02,660.0,3411.19,3,2,0,OWN,debt_consolidation,0
APP104628,58,33195.39,21.0,15273.08,623.0,10224.79,6,24,1,RENT,debt_consolidation,0
APP104629,38,35727.88,24.0,8903.9,566.0,2050.43,6,13,1,RENT,debt_consolidation,0
APP104630,28,63150.1,2.0,17120.8,699.0,2505.24,8,16,1,OWN,debt_consolidation,0
APP104631,35,42438.55,24.0,15906.58,491.0,7628.45,7,0,0,MORTGAGE,car,1
APP104632,34,21404.0,18.0,17063.52,555.0,4156.24,8,4,2,RENT,car,1
APP104633,29,81736.59,14.0,12605.22,564.0,2980.7,14,6,0,MORTGAGE,home_improvement,0
APP104634,25,31369.53,31.0,19157.7,609.0,4488.05,13,10,2,RENT,debt_consolidation,1
APP104635,58,28918.59,9.0,12469.7,753.0,14115.26,0,19,3,RENT,credit_card,0
APP104636,61,8824.15,2.0,3639.65,710.0,13684.19,9,11,2,MORTGAGE,home_improvement,1
APP104637,45,49871.24,19.0,6153.38,658.0,6911.22,3,27,0,RENT,debt_consolidation,0
APP104638,51,38196.77,,8718.88,654.0,3698.4,1,6,1,OWN,debt_consolidation,0
APP104639,66,38176.02,5.0,9392.49,649.0,7458.65,1,9,1,MORTGAGE,debt_consolidation,0
APP104640,62,29690.66,39.0,12266.7,759.0,2465.23,9,2,1,MORTGAGE,car,0
APP104641,22,27238.62,26.0,6098.69,504.0,12520.95,14,25,1,RENT,home_improvement,1
APP104642,67,30188.3,37.0,33031.77,711.0,10512.71,11,18,0,MORTGAGE,home_improvement,0
APP104643,24,45778.99,18.0,9307.03,609.0,23046.56,1,15,0,MORTGAGE,debt_consolidation,1
APP104644,22,49989.03,4.0,9851.58,690.0,2587.01,3,24,1,RENT,credit_card,0
APP104645,40,32353.72,,6618.01,690.0,2342.47,12,22,2,MORTGAGE,debt_consolidation,0
APP104646,57,58364.83,20.0,5420.67,708.0,7639.29,9,12,0,RENT,car,0
APP104647,24,34909.45,23.0,9174.82,776.0,3948.1,7,24,1,OWN,debt_consolidation,0
APP104648,35,28222.84,29.0,10062.09,540.0,10932.06,2,7,3,MORTGAGE,debt_consolidation,1
APP104649,33,40103.05,31.0,9394.29,730.0,14103.36,11,19,2,MORTGAGE,home_improvement,1
APP104650,40,18403.7,30.0,26718.02,644.0,19191.9,12,13,0,OWN,home_improvement,1
APP104651,69,40796.81,23.0,9174.79,613.0,5149.83,4,12,0,MORTGAGE,business,1
APP104652,37,16796.22,0.0,9399.79,812.0,9939.85,14,19,2,RENT,car,0
APP104653,31,21723.21,21.0,16141.96,706.0,3250.07,7,17,1,OWN,car,0
APP104654,26,13235.45,32.0,8931.69,,5847.51,0,28,3,MORTGAGE,car,1
