transaction_id,user_id,amount,timestamp,merchant_category,location,device_type,hour_of_day,is_weekend,distance_from_home,is_fraud
TXN1020870,945,36.93,2025-03-18 10:43:00,online_retail,domestic,pos,0,0,0.76,0
TXN1004976,2049,47.92,2025-03-18 10:44:00,gas_station,domestic,web,20,0,2.64,0
TXN1025120,2501,27.37,2025-03-18 10:44:00,utilities,domestic,pos,13,1,6.34,0
TXN1010096,2320,179.29,2025-03-18 10:51:00,entertainment,domestic,mobile,4,1,36.78,0
TXN1008024,1833,5.56,2025-03-18 10:51:00,travel,domestic,web,12,0,68.84,0
TXN1034667,73,50.98,2025-03-18 10:52:00,gas_station,domestic,web,15,1,71.98,0
TXN1019097,269,4.31,2025-03-18 10:55:00,travel,domestic,mobile,0,0,81.12,1
TXN1015667,2692,13.0,2025-03-18 10:55:00,travel,international,web,21,0,25.66,0
TXN1028417,114,11.62,2025-03-18 10:57:00,entertainment,domestic,pos,6,1,31.65,0
TXN1002192,1214,187.24,2025-03-18 10:58:00,entertainment,domestic,mobile,16,1,78.41,0
TXN1047637,1574,29.2,2025-03-18 10:59:00,online_retail,domestic,web,20,1,39.84,0
TXN1034675,810,113.98,2025-03-18 11:06:00,gas_station,domestic,pos,12,1,1.5,0
TXN1026088,2481,10.37,2025-03-18 11:20:00,gas_station,domestic,mobile,12,0,28.59,0
TXN1025708,379,11.13,2025-03-18 11:34:00,restaurant,domestic,pos,13,0,11.14,0
TXN1041369,1433,104.29,2025-03-18 11:39:00,electronics,domestic,web,4,1,13.44,0
TXN1037387,800,144.38,2025-03-18 11:44:00,travel,domestic,pos,16,1,51.1,0
TXN1004286,2089,9.5,2025-03-18 11:54:00,online_retail,international,pos,19,1,106.68,0
TXN1002086,1276,8.23,2025-03-18 11:57:00,travel,domestic,mobile,6,0,14.78,0
TXN1030857,1640,5.62,2025-03-18 11:57:00,utilities,domestic,web,4,1,17.8,0
TXN1005628,1968,186.4,2025-03-18 12:10:00,travel,domestic,web,23,0,9.16,0
TXN1046221,250,25.72,2025-03-18 12:15:00,electronics,domestic,mobile,20,0,7.48,0
TXN1037239,84,15.91,2025-03-18 12:16:00,grocery,domestic,mobile,11,0,21.35,0
TXN1049348,864,5.99,2025-03-18 12:22:00,utilities,domestic,web,19,1,22.61,0
TXN1005920,2449,2.59,2025-03-18 12:24:00,electronics,domestic,mobile,14,0,9.64,0
TXN1045376,1343,38.56,2025-03-18 12:26:00,gas_station,domestic,mobile,4,0,73.88,1
TXN1025141,308,20.41,2025-03-18 12:27:00,electronics,domestic,pos,7,0,45.15,0
TXN1039850,877,34.07,2025-03-18 12:28:00,online_retail,domestic,mobile,14,1,77.9,0
TXN1014849,920,29.07,2025-03-18 12:31:00,gas_station,international,mobile,12,0,64.06,0
TXN1036807,2014,92.07,2025-03-18 12:32:00,grocery,domestic,mobile,21,0,73.52,0
TXN1034542,1666,32.57,2025-03-18 12:34:00,online_retail,domestic,mobile,16,0,5.76,0
TXN1036461,2860,47.1,2025-03-18 12:41:00,utilities,domestic,web,16,1,39.41,0
TXN1000208,1216,36.03,2025-03-18 12:48:00,electronics,domestic,mobile,12,1,24.28,0
TXN1027658,2231,12.37,2025-03-18 12:50:00,electronics,domestic,mobile,5,1,42.31,0
TXN1013139,2528,108.59,2025-03-18 12:51:00,travel,domestic,web,0,1,59.99,0
TXN1014809,2265,61.52,2025-03-18 12:52:00,entertainment,domestic,mobile,18,1,21.66,0
TXN1000223,1639,11.37,2025-03-18 12:52:00,entertainment,domestic,mobile,5,1,22.99,0
TXN1001535,1568,18.15,2025-03-18 12:53:00,entertainment,domestic,web,12,1,121.8,1
TXN1016750,1690,5.52,2025-03-18 13:01:00,restaurant,domestic,web,16,0,42.33,0
TXN1007981,1356,22.8,2025-03-18 13:20:00,restaurant,domestic,mobile,7,1,12.84,0
TXN1027455,1932,187.44,2025-03-18 13:33:00,online_retail,domestic,mobile,10,1,3.03,0
TXN1042537,1323,29.35,2025-03-18 13:34:00,travel,domestic,mobile,9,0,26.46,0
TXN1013420,1342,23.71,2025-03-18 13:39:00,electronics,domestic,mobile,12,1,29.14,0
TXN1004484,2566,297.68,2025-03-18 13:47:00,grocery,domestic,mobile,19,1,43.69,0
TXN1018423,1539,40.45,2025-03-18 13:47:00,travel,domestic,mobile,6,0,60.59,0
TXN1008377,2262,95.43,2025-03-18 13:52:00,restaurant,domestic,mobile,21,0,11.34,0
TXN1045467,240,0.84,2025-03-18 13:59:00,restaurant,domestic,mobile,23,1,73.52,0
TXN1026344,756,22.04,2025-03-18 13:59:00,restaurant,domestic,mobile,9,0,8.34,0
TXN1004485,649,12.68,2025-03-18 14:05:00,grocery,domestic,web,16,1,27.74,0
TXN1015703,2471,8.01,2025-03-18 14:09:00,grocery,domestic,mobile,10,1,52.55,0
TXN1037626,191,16.09,2025-03-18 14:11:00,restaurant,domestic,web,17,1,5.87,0
TXN1020488,2563,74.59,2025-03-18 14:11:00,restaurant,domestic,mobile,13,1,45.18,0
TXN1049788,2707,6.86,2025-03-18 14:17:00,grocery,domestic,web,20,1,88.78,0
TXN1035380,863,5.99,2025-03-18 14:19:00,entertainment,domestic,pos,1,1,72.22,0
TXN1020978,1994,55.96,2025-03-18 14:31:00,grocery,domestic,web,12,1,52.35,0
TXN1033119,2283,11.8,2025-03-18 14:32:00,utilities,domestic,web,18,0,19.37,0
TXN1025280,573,40.88,2025-03-18 14:32:00,electronics,domestic,pos,4,0,27.57,0
TXN1036647,2390,14.22,2025-03-18 14:39:00,grocery,domestic,mobile,15,1,61.12,0
TXN1044700,1942,91.88,2025-03-18 14:41:00,restaurant,domestic,mobile,13,0,78.96,1
TXN1043763,2108,306.13,2025-03-18 14:43:00,grocery,domestic,mobile,8,0,27.79,0
TXN1002088,453,10.63,2025-03-18 14:49:00,electronics,domestic,mobile,12,0,44.68,0
TXN1025682,250,98.49,2025-03-18 14:50:00,grocery,domestic,web,15,0,47.29,0
TXN1032141,2156,8.15,2025-03-18 14:53:00,entertainment,domestic,web,15,1,49.04,0
TXN1048837,2968,25.3,2025-03-18 14:56:00,restaurant,domestic,mobile,9,1,19.72,0
TXN1044487,2671,101.07,2025-03-18 14:56:00,online_retail,domestic,mobile,15,0,57.78,0
TXN1027921,264,34.62,2025-03-18 14:59:00,gas_station,domestic,mobile,1,1,33.24,1
TXN1007343,408,40.59,2025-03-18 15:09:00,utilities,domestic,pos,8,0,5.09,0
TXN1043629,2893,20.25,2025-03-18 15:11:00,utilities,domestic,mobile,21,1,23.62,0
TXN1029017,2203,12.13,2025-03-18 15:17:00,gas_station,international,web,22,1,32.1,0
TXN1043177,1367,22.88,2025-03-18 15:40:00,restaurant,domestic,web,6,1,19.5,0
TXN1023752,2191,27.37,2025-03-18 15:42:00,travel,domestic,pos,16,1,47.94,0
TXN1041975,1903,37.18,2025-03-18 15:57:00,entertainment,domestic,mobile,17,0,34.8,0
TXN1017741,2168,8.48,2025-03-18 15:58:00,gas_station,domestic,mobile,3,1,42.02,0
TXN1001155,1212,10.84,2025-03-18 15:59:00,entertainment,domestic,web,3,0,5.81,0
TXN1045597,1082,558.8,2025-03-18 16:04:00,electronics,domestic,pos,2,0,51.35,1
TXN1026474,1107,14.54,2025-03-18 16:05:00,travel,domestic,mobile,20,0,20.03,0
TXN1042900,1033,28.5,2025-03-18 16:12:00,travel,domestic,mobile,7,1,44.45,0
TXN1034416,275,71.72,2025-03-18 16:13:00,grocery,domestic,mobile,19,0,31.83,0
TXN1032570,400,5.36,2025-03-18 16:16:00,restaurant,domestic,mobile,1,1,9.43,0
TXN1037486,1688,69.76,2025-03-18 16:21:00,electronics,domestic,mobile,4,0,14.45,0
TXN1035775,1685,306.08,2025-03-18 16:21:00,travel,domestic,web,11,0,20.7,0
TXN1021451,970,28.62,2025-03-18 16:32:00,electronics,domestic,pos,7,0,59.94,0
TXN1040170,2690,10.01,2025-03-18 16:36:00,gas_station,domestic,web,16,1,54.03,0
TXN1028257,2176,2.74,2025-03-18 16:58:00,entertainment,domestic,mobile,9,0,1.82,0
TXN1008261,2484,21.85,2025-03-18 17:04:00,utilities,domestic,mobile,20,0,9.32,0
TXN1036904,1883,85.24,2025-03-18 17:05:00,electronics,domestic,mobile,0,1,10.34,0
TXN1004017,1229,16.96,2025-03-18 17:11:00,utilities,domestic,pos,0,1,19.12,0
TXN1039009,485,8.13,2025-03-18 17:27:00,grocery,domestic,pos,16,1,33.61,0
TXN1040106,570,117.96,2025-03-18 17:32:00,utilities,domestic,mobile,21,0,8.53,0
TXN1036800,175,21.23,2025-03-18 17:36:00,gas_station,international,mobile,10,0,47.67,0
TXN1000645,2399,11.24,2025-03-18 17:41:00,electronics,domestic,mobile,18,0,31.61,0
TXN1016575,2257,248.59,2025-03-18 17:44:00,gas_station,domestic,mobile,23,0,7.38,0
TXN1022483,1317,28.33,2025-03-18 17:55:00,online_retail,domestic,web,1,0,9.09,0
TXN1036949,1407,90.52,2025-03-18 18:10:00,restaurant,domestic,pos,18,1,42.3,1
TXN1043960,636,124.75,2025-03-18 18:19:00,electronics,domestic,web,0,0,36.99,0
TXN1012079,523,179.82,2025-03-18 18:21:00,grocery,domestic,mobile,2,0,7.16,0
TXN1013419,2348,33.94,2025-03-18 18:25:00,utilities,domestic,mobile,4,0,10.9,0
TXN1045385,2026,28.82,2025-03-18 18:34:00,gas_station,domestic,pos,22,1,9.07,0
TXN1016347,22,13.87,2025-03-18 18:40:00,travel,domestic,mobile,9,0,42.91,0
TXN1025879,1789,32.36,2025-03-18 18:44:00,online_retail,domestic,pos,5,0,7.65,0
TXN1014534,1183,5.63,2025-03-18 18:45:00,utilities,domestic,mobile,6,1,28.97,0
TXN1005462,2211,139.11,2025-03-18 18:46:00,restaurant,international,web,7,1,10.59,1
TXN1026572,2811,11.22,2025-03-18 18:47:00,gas_station,domestic,pos,20,0,52.17,0
TXN1000128,288,22.06,2025-03-18 18:47:00,entertainment,domestic,mobile,19,0,42.88,0
TXN1041576,374,29.23,2025-03-18 18:52:00,gas_station,domestic,web,21,0,21.56,0
TXN1049756,1182,39.53,2025-03-18 18:53:00,grocery,domestic,web,4,0,31.35,0
TXN1044934,1448,33.75,2025-03-18 18:54:00,gas_station,domestic,mobile,7,0,100.75,0
TXN1006139,1155,13.26,2025-03-18 18:55:00,online_retail,international,web,2,0,9.39,0
TXN1022136,663,11.53,2025-03-18 18:55:00,gas_station,domestic,mobile,19,0,18.93,0
TXN1000225,214,8.38,2025-03-18 19:22:00,electronics,domestic,mobile,14,1,61.93,0
TXN1000801,2077,19.55,2025-03-18 19:23:00,gas_station,domestic,web,11,0,18.62,0
TXN1029538,2456,4.94,2025-03-18 19:29:00,electronics,domestic,mobile,1,0,63.57,0
TXN1029523,2418,34.56,2025-03-18 19:32:00,electronics,domestic,web,19,0,87.43,0
TXN1040666,399,2.52,2025-03-18 19:35:00,gas_station,domestic,mobile,10,1,24.57,0
TXN1032965,758,53.38,2025-03-18 19:36:00,gas_station,domestic,mobile,20,1,40.92,0
TXN1030300,377,4.16,2025-03-18 19:39:00,gas_station,domestic,web,14,1,7.24,0
TXN1002241,2196,13.2,2025-03-18 19:44:00,electronics,domestic,mobile,4,1,56.36,0
TXN1013920,2099,317.25,2025-03-18 19:46:00,gas_station,domestic,mobile,12,1,4.66,0
TXN1021196,2450,17.93,2025-03-18 19:53:00,entertainment,domestic,mobile,13,1,21.31,0
TXN1005437,2279,27.03,2025-03-18 20:03:00,grocery,domestic,mobile,20,0,47.95,0
TXN1009394,1191,10.24,2025-03-18 20:04:00,electronics,domestic,pos,2,0,48.73,0
TXN1009863,1903,63.79,2025-03-18 20:08:00,electronics,domestic,mobile,23,0,22.84,0
TXN1006133,2323,15.91,2025-03-18 20:09:00,entertainment,domestic,mobile,2,0,82.62,1
TXN1030996,2736,21.62,2025-03-18 20:13:00,online_retail,domestic,mobile,20,0,1.14,0
TXN1043334,2674,16.64,2025-03-18 20:20:00,utilities,domestic,mobile,7,0,69.83,0
TXN1026368,1994,4.77,2025-03-18 20:21:00,electronics,domestic,web,18,0,63.45,0
TXN1037649,1743,58.0,2025-03-18 20:22:00,travel,domestic,web,10,0,2.85,0
TXN1026244,454,20.77,2025-03-18 20:27:00,grocery,domestic,mobile,12,0,3.08,0
TXN1009881,2853,5.13,2025-03-18 20:27:00,entertainment,international,pos,17,0,72.26,1
TXN1002343,2291,5.68,2025-03-18 20:30:00,restaurant,domestic,web,14,1,43.03,0
TXN1004314,465,43.22,2025-03-18 20:35:00,travel,domestic,pos,22,0,30.79,0
TXN1012432,2471,26.35,2025-03-18 20:45:00,electronics,domestic,web,18,0,30.46,0
TXN1018003,1039,303.51,2025-03-18 20:47:00,restaurant,domestic,mobile,12,0,75.09,0
TXN1008420,2238,101.23,2025-03-18 20:54:00,gas_station,domestic,mobile,3,1,39.79,0
TXN1036275,1152,20.4,2025-03-18 20:56:00,travel,international,mobile,17,0,26.57,0
TXN1012148,2126,54.77,2025-03-18 21:14:00,entertainment,international,web,0,0,4.25,0
TXN1038602,467,25.88,2025-03-18 21:17:00,utilities,domestic,pos,7,0,44.16,0
TXN1023858,1223,17.17,2025-03-18 21:23:00,entertainment,international,mobile,11,1,8.81,0
TXN1044662,923,15.17,2025-03-18 21:25:00,grocery,domestic,mobile,1,0,15.43,0
TXN1013550,1820,68.8,2025-03-18 21:27:00,restaurant,domestic,pos,10,0,21.66,0
TXN1023986,1249,54.92,2025-03-18 21:35:00,entertainment,international,pos,22,0,42.54,0
TXN1041053,422,12.66,2025-03-18 21:46:00,utilities,domestic,web,5,0,33.07,0
TXN1006918,2500,24.76,2025-03-18 21:47:00,gas_station,domestic,web,18,0,2.39,0
TXN1020609,1690,25.44,2025-03-18 21:51:00,entertainment,domestic,mobile,4,1,73.11,0
TXN1034634,1127,22.89,2025-03-18 22:03:00,grocery,domestic,pos,15,1,8.96,0
TXN1000179,2518,13.54,2025-03-18 22:20:00,entertainment,international,mobile,20,0,42.77,0
TXN1010089,278,62.9,2025-03-18 22:27:00,electronics,domestic,mobile,18,0,6.15,0
TXN1029654,1959,4.9,2025-03-18 22:27:00,grocery,domestic,mobile,6,1,3.86,0
TXN1001366,348,127.41,2025-03-18 22:28:00,entertainment,domestic,pos,12,0,32.89,0
TXN1018338,2104,52.36,2025-03-18 22:33:00,entertainment,domestic,pos,20,1,19.03,0
TXN1034874,2906,1.33,2025-03-18 22:37:00,utilities,international,web,20,0,80.57,0
TXN1014546,533,25.69,2025-03-18 22:38:00,travel,international,mobile,15,0,59.6,1
TXN1016634,2704,100.34,2025-03-18 22:40:00,gas_station,domestic,mobile,21,0,16.44,0
TXN1008841,128,84.21,2025-03-18 22:42:00,electronics,domestic,mobile,15,1,0.76,0
TXN1046444,2523,23.91,2025-03-18 22:54:00,utilities,domestic,mobile,14,1,89.98,1
TXN1017439,1114,308.09,2025-03-18 22:55:00,travel,domestic,mobile,14,0,28.44,0
TXN1003549,392,40.6,2025-03-18 22:57:00,restaurant,domestic,mobile,18,0,49.34,0
TXN1023113,2516,23.74,2025-03-18 22:57:00,grocery,domestic,pos,13,1,13.31,0
TXN1012165,2143,13.93,2025-03-18 23:07:00,entertainment,domestic,pos,23,0,12.02,0
TXN1016947,847,28.24,2025-03-18 23:11:00,grocery,domestic,mobile,2,0,47.02,0
TXN1041557,2749,235.55,2025-03-18 23:11:00,online_retail,domestic,pos,0,1,31.97,1
TXN1046999,792,2.81,2025-03-18 23:13:00,travel,domestic,mobile,21,0,21.73,0
TXN1032832,2532,14.29,2025-03-18 23:20:00,grocery,domestic,web,13,0,31.75,0
TXN1035991,832,24.29,2025-03-18 23:23:00,entertainment,domestic,mobile,2,0,10.8,0
TXN1038662,2409,19.12,2025-03-18 23:41:00,restaurant,domestic,web,12,1,4.54,0
TXN1024915,1614,125.75,2025-03-18 23:46:00,electronics,international,mobile,18,1,35.84,0
TXN1016001,2327,19.11,2025-03-18 23:46:00,entertainment,domestic,web,1,1,5.14,0
TXN1036642,2468,188.83,2025-03-18 23:55:00,online_retail,domestic,web,1,1,44.93,0
TXN1047786,249,23.8,2025-03-19 00:10:00,gas_station,domestic,pos,3,0,8.62,0
TXN1025591,2507,228.24,2025-03-19 00:12:00,travel,domestic,mobile,3,1,70.59,1
TXN1019006,585,10.36,2025-03-19 00:15:00,restaurant,international,pos,0,0,30.45,1
TXN1012836,2644,8.05,2025-03-19 00:15:00,travel,domestic,mobile,0,1,9.11,0
TXN1022484,1621,19.52,2025-03-19 00:23:00,grocery,domestic,pos,4,0,13.1,0
TXN1035606,1118,8.62,2025-03-19 00:23:00,travel,domestic,pos,9,0,1.7,0
TXN1026348,736,4.42,2025-03-19 00:37:00,travel,domestic,pos,9,0,19.68,0
TXN1017264,1246,17.57,2025-03-19 00:41:00,online_retail,domestic,web,11,0,16.04,0
TXN1034896,1994,74.68,2025-03-19 00:43:00,travel,domestic,pos,10,1,22.93,0
TXN1017492,2813,4.46,2025-03-19 00:50:00,grocery,domestic,mobile,14,1,9.17,0
TXN1024478,1691,13.42,2025-03-19 00:59:00,restaurant,domestic,web,8,0,21.75,0
TXN1023201,1862,249.07,2025-03-19 00:59:00,online_retail,domestic,mobile,12,1,12.57,0
TXN1049536,2125,12.97,2025-03-19 01:04:00,restaurant,domestic,pos,2,1,7.33,0
TXN1000689,1757,25.74,2025-03-19 01:08:00,electronics,domestic,pos,19,0,5.52,0
TXN1004486,1362,3.4,2025-03-19 01:09:00,utilities,domestic,pos,11,0,26.46,0
TXN1023600,1153,63.62,2025-03-19 01:15:00,gas_station,domestic,mobile,20,1,23.11,0
TXN1026484,198,33.12,2025-03-19 01:16:00,electronics,domestic,mobile,13,0,83.4,0
TXN1007346,1270,449.76,2025-03-19 01:19:00,entertainment,international,pos,18,0,17.62,1
TXN1031826,2779,5.09,2025-03-19 01:26:00,online_retail,domestic,mobile,18,1,30.11,0
TXN1031506,1449,136.93,2025-03-19 01:38:00,grocery,domestic,mobile,11,0,12.77,0
TXN1002621,2874,30.92,2025-03-19 01:39:00,online_retail,domestic,pos,16,0,1.84,0
TXN1006912,718,11.86,2025-03-19 01:42:00,electronics,domestic,pos,16,0,8.27,0
TXN1002771,2667,167.4,2025-03-19 01:44:00,restaurant,international,mobile,15,0,13.1,0
TXN1009729,2879,2.95,2025-03-19 01:47:00,entertainment,domestic,mobile,3,0,37.37,0
TXN1031337,606,62.73,2025-03-19 01:59:00,grocery,domestic,web,2,0,26.88,0
TXN1024319,1488,16.83,2025-03-19 02:11:00,gas_station,domestic,mobile,15,1,19.34,0
TXN1048871,1761,74.03,2025-03-19 02:23:00,restaurant,domestic,pos,10,0,44.51,0
TXN1043265,2931,6.05,2025-03-19 02:26:00,entertainment,domestic,mobile,10,0,0.19,0
TXN1021665,1915,361.26,2025-03-19 02:29:00,gas_station,domestic,mobile,13,0,76.8,0
TXN1018193,1937,21.16,2025-03-19 02:43:00,restaurant,domestic,web,13,0,17.73,0
TXN1033001,353,14.74,2025-03-19 03:02:00,gas_station,domestic,pos,12,0,48.83,0
TXN1004938,252,435.59,2025-03-19 03:08:00,restaurant,domestic,mobile,16,0,101.48,0
TXN1019416,58,116.31,2025-03-19 03:12:00,electronics,international,mobile,19,1,55.56,0
TXN1004842,1338,12.22,2025-03-19 03:15:00,electronics,domestic,pos,7,1,36.8,0
TXN1000148,1596,8.71,2025-03-19 03:16:00,online_retail,domestic,web,16,1,87.4,0
TXN1034214,2031,37.33,2025-03-19 03:20:00,electronics,domestic,pos,9,1,11.06,0
TXN1005902,468,5.51,2025-03-19 03:21:00,entertainment,domestic,mobile,14,0,17.05,0
TXN1043641,1261,48.25,2025-03-19 03:24:00,restaurant,domestic,mobile,18,1,52.18,0
TXN1019744,345,83.89,2025-03-19 03:24:00,travel,domestic,web,3,1,70.76,0
TXN1020672,1521,36.5,2025-03-19 03:48:00,entertainment,domestic,web,2,0,2.52,0
TXN1039160,1843,58.58,2025-03-19 03:49:00,online_retail,domestic,mobile,13,1,53.82,1
TXN1028552,1494,55.08,2025-03-19 03:59:00,travel,domestic,mobile,1,1,8.91,0
TXN1018642,2776,38.81,2025-03-19 04:01:00,electronics,domestic,mobile,1,0,74.09,0
TXN1020503,754,20.89,2025-03-19 04:08:00,online_retail,domestic,pos,11,1,22.96,0
TXN1026020,599,9.54,2025-03-19 04:10:00,gas_station,domestic,mobile,12,0,39.56,0
TXN1012095,2488,30.39,2025-03-19 04:14:00,electronics,domestic,web,5,0,76.29,0
TXN1017364,2707,25.88,2025-03-19 04:14:00,electronics,domestic,web,13,1,18.74,0
TXN1009193,1595,113.44,2025-03-19 04:16:00,travel,domestic,pos,5,0,32.77,0
TXN1048649,2051,6.71,2025-03-19 04:26:00,travel,domestic,mobile,12,0,6.06,0
TXN1043131,479,47.65,2025-03-19 04:31:00,electronics,domestic,mobile,21,0,37.38,0
TXN1034946,337,5.75,2025-03-19 04:32:00,restaurant,domestic,web,13,1,7.3,0
TXN1008989,605,15.68,2025-03-19 04:37:00,electronics,international,web,17,1,43.32,0
TXN1017293,2955,4.43,2025-03-19 04:39:00,gas_station,domestic,mobile,21,1,22.61,0
TXN1018435,2477,137.58,2025-03-19 04:51:00,grocery,domestic,mobile,14,0,76.13,0
TXN1021827,378,51.45,2025-03-19 04:53:00,travel,domestic,mobile,10,1,45.2,0
TXN1024245,1363,24.44,2025-03-19 04:59:00,restaurant,domestic,mobile,9,0,73.43,0
TXN1012046,2638,18.92,2025-03-19 05:08:00,grocery,domestic,mobile,18,0,47.42,0
TXN1005577,2425,62.48,2025-03-19 05:16:00,grocery,domestic,mobile,0,1,55.78,0
TXN1013795,1857,15.77,2025-03-19 05:18:00,restaurant,domestic,mobile,20,1,58.03,1
TXN1041216,2784,113.82,2025-03-19 05:20:00,online_retail,domestic,mobile,16,1,60.98,0
TXN1027267,1506,157.34,2025-03-19 05:24:00,electronics,international,mobile,6,1,19.53,0
TXN1027609,2318,151.12,2025-03-19 05:24:00,restaurant,domestic,mobile,10,1,62.32,0
TXN1026865,2925,38.29,2025-03-19 05:26:00,utilities,domestic,web,23,1,32.09,0
TXN1010312,855,5.13,2025-03-19 05:31:00,online_retail,domestic,mobile,0,0,42.87,0
TXN1022757,2757,9.37,2025-03-19 05:36:00,gas_station,domestic,mobile,2,0,36.27,0
TXN1045458,1235,16.71,2025-03-19 05:51:00,travel,domestic,web,3,0,0.62,0
TXN1019649,292,159.87,2025-03-19 05:53:00,utilities,domestic,web,2,1,11.99,0
TXN1029043,651,77.45,2025-03-19 06:07:00,restaurant,domestic,mobile,0,0,17.78,0
TXN1000968,1842,5.61,2025-03-19 06:19:00,restaurant,domestic,mobile,20,1,4.39,0
TXN1015674,2779,15.05,2025-03-19 06:20:00,gas_station,domestic,mobile,18,0,97.15,0
TXN1019777,677,13.46,2025-03-19 06:26:00,electronics,domestic,web,3,0,43.25,0
TXN1006026,1793,10.69,2025-03-19 06:31:00,restaurant,domestic,mobile,17,1,12.59,0
TXN1005262,755,34.43,2025-03-19 06:35:00,electronics,domestic,mobile,6,1,11.72,0
TXN1020473,353,22.86,2025-03-19 06:41:00,grocery,domestic,web,9,1,18.49,0
TXN1004035,1345,7.5,2025-03-19 06:46:00,gas_station,domestic,mobile,13,0,37.17,0
TXN1020213,2972,26.51,2025-03-19 06:49:00,restaurant,domestic,web,4,0,29.51,0
TXN1001970,1599,24.31,2025-03-19 06:54:00,restaurant,domestic,mobile,9,1,42.75,0
TXN1040890,1981,13.62,2025-03-19 06:58:00,grocery,domestic,pos,11,0,10.15,0
TXN1043987,720,105.5,2025-03-19 07:11:00,entertainment,domestic,mobile,17,1,13.62,0
TXN1023430,1594,29.69,2025-03-19 07:11:00,online_retail,domestic,web,2,1,8.94,0
TXN1034453,2879,20.77,2025-03-19 07:13:00,electronics,domestic,web,16,0,44.47,0
TXN1037646,1980,18.85,2025-03-19 07:13:00,electronics,domestic,mobile,16,0,19.76,0
TXN1039879,682,14.39,2025-03-19 07:13:00,travel,domestic,pos,19,1,47.23,0
TXN1049452,1037,45.64,2025-03-19 07:16:00,gas_station,international,mobile,11,1,21.4,0
TXN1032390,2427,114.6,2025-03-19 07:16:00,electronics,domestic,mobile,8,0,31.71,0
TXN1005954,84,24.29,2025-03-19 07:17:00,utilities,domestic,pos,5,0,2.19,0
TXN1034884,787,18.97,2025-03-19 07:24:00,entertainment,domestic,pos,5,1,41.77,0
TXN1044771,1315,10.99,2025-03-19 07:24:00,electronics,domestic,mobile,6,0,55.7,0
TXN1007828,2280,5.07,2025-03-19 07:30:00,restaurant,domestic,mobile,3,0,19.85,0
TXN1034137,1315,34.56,2025-03-19 07:31:00,restaurant,domestic,web,16,1,8.98,0
TXN1002412,2208,5.21,2025-03-19 07:39:00,gas_station,domestic,web,22,0,44.95,0
TXN1023477,1017,60.88,2025-03-19 07:44:00,entertainment,domestic,mobile,22,1,35.69,0
TXN1009029,1932,7.08,2025-03-19 07:45:00,gas_station,domestic,web,10,1,46.64,0
TXN1045061,53,16.81,2025-03-19 07:55:00,entertainment,domestic,mobile,15,0,70.71,0
TXN1018761,1830,32.08,2025-03-19 08:03:00,grocery,domestic,web,23,0,12.82,0
TXN1002431,1706,44.43,2025-03-19 08:07:00,entertainment,international,pos,12,1,44.33,0
TXN1012231,2201,48.05,2025-03-19 08:07:00,restaurant,domestic,mobile,19,1,5.12,0
TXN1016871,2454,8.97,2025-03-19 08:09:00,utilities,domestic,web,19,0,45.89,0
TXN1043011,2011,223.18,2025-03-19 08:09:00,grocery,domestic,web,4,0,94.83,1
TXN1049429,2690,15.73,2025-03-19 08:22:00,utilities,domestic,web,13,1,10.13,0
TXN1032063,2769,8.53,2025-03-19 08:33:00,online_retail,international,mobile,0,0,61.34,1
TXN1003068,2300,33.64,2025-03-19 08:36:00,gas_station,domestic,mobile,0,1,64.65,0
TXN1001828,1685,8.93,2025-03-19 08:49:00,gas_station,domestic,mobile,9,0,24.77,0
TXN1021277,732,40.72,2025-03-19 08:49:00,gas_station,domestic,web,0,0,35.94,0
TXN1001214,98,7.35,2025-03-19 09:01:00,utilities,domestic,mobile,16,0,22.59,0
TXN1046035,2627,62.22,2025-03-19 09:03:00,travel,domestic,mobile,2,1,14.43,0
TXN1036702,243,9.47,2025-03-19 09:12:00,utilities,domestic,mobile,9,0,2.56,0
TXN1042913,1659,125.92,2025-03-19 09:19:00,grocery,domestic,pos,4,0,51.74,1
TXN1015283,2941,51.6,2025-03-19 09:31:00,grocery,domestic,web,13,1,43.05,0
TXN1046965,1941,7.54,2025-03-19 09:35:00,grocery,domestic,mobile,23,0,25.54,0
TXN1002216,1195,50.04,2025-03-19 09:53:00,restaurant,domestic,mobile,17,0,23.89,0
TXN1019261,290,14.42,2025-03-19 10:07:00,electronics,domestic,pos,12,0,31.57,0
TXN1004626,1898,127.68,2025-03-19 10:08:00,gas_station,domestic,pos,22,1,15.49,0
TXN1034128,2754,114.65,2025-03-19 10:15:00,online_retail,domestic,mobile,10,0,23.04,0
TXN1039433,1803,30.2,2025-03-19 10:16:00,gas_station,domestic,web,11,0,8.24,0
TXN1037424,1379,8.5,2025-03-19 10:17:00,online_retail,domestic,mobile,0,1,32.76,0
TXN1037371,2445,47.08,2025-03-19 10:18:00,restaurant,domestic,pos,6,0,7.29,0
TXN1038465,604,100.31,2025-03-19 10:24:00,gas_station,international,pos,14,1,76.27,1
TXN1013163,2793,8.46,2025-03-19 10:32:00,restaurant,domestic,mobile,7,1,54.16,0
TXN1034105,2554,19.93,2025-03-19 10:43:00,electronics,domestic,web,17,1,18.65,0
TXN1039759,780,38.19,2025-03-19 10:50:00,electronics,domestic,web,21,0,45.88,0
TXN1021664,2534,234.32,2025-03-19 10:54:00,travel,domestic,mobile,17,1,3.22,0
